0380795272,Krondor: The Betrayal,Raymond E. Feist,1998,230,59,345.84
1416949658,The Dark Is Rising,Susan Cooper,1973,198,170,117.03
1857231082,The Black Unicorn ,Terry Brooks,1987,253,53,60.41
0553803700,"I, Robot",Isaac Asimov,1950,402,228,331.28
080213825X,Four Blondes,Candace Bushnell,2000,296,248,302.27
0375913750,"Love, Stargirl",Jerry Spinelli,2007,242,162,125.07
074349671X,The Tenth Circle,Jodi Picoult,2006,111,66,85.66
0743454553,Vanishing Acts,Jodi Picoult,2005,407,321,365.18
0765317508,Aztec,Gary Jennings,1980,438,228,194.32
0142501085,Marlfox,Brian Jacques,1998,215,144,146.52
1442468351,Lady Midnight,Cassandra Clare,2016,118,56,264.69
1439152802,The Secret Keeper,Kate Morton,2012,100,80,90.56
0399153942,The Afghan,Frederick Forsyth,2006,391,22,385.7
0441017835,A Touch of Dead,Charlaine Harris,2009,331,273,253.16
0590554107,Daja's Book,Tamora Pierce,1998,185,32,275.64
1451648537,Steve Jobs,Walter Isaacson,2011,185,17,205.5
0590396560,Cold Fire,Tamora Pierce,2002,166,77,87.18
000723368X,Thanks for the Memories,Cecelia Ahern,2008,251,215,127.06
0803734735,Bitterblue,Kristin Cashore,2012,202,186,54.34
1592243002,Daisy Miller,Henry James,1878,345,265,191.09
055337849X,The Brothers K,David James Duncan,1992,257,97,162.92
0061150142,The Pact,Jodi Picoult,1998,274,0,315.82
0739328271,Plum Spooky,Janet Evanovich,2009,488,15,79.17
0062076108,Twice Tempted ,Jeaniene Frost,2013,334,24,149.59
039925675X,Legend,Marie Lu,2011,468,33,357.64
1595543414,Thr3e,Ted Dekker,2003,417,327,397.8
0446679097,The Lion's Game,Nelson DeMille,2000,256,81,261.74
0385339607,The Rainmaker,John Grisham,1995,293,221,186.89
1250012570,Eleanor & Park,Rainbow Rowell,2013,108,55,182.23
0786838655,The Lightning Thief,Rick Riordan,2005,129,27,175.82
0440225450,The Final Detail,Harlan Coben,1999,340,13,264.02
0743484355,A Cry in the Night,Mary Higgins Clark,1982,498,13,252.02
0670016780,Half Bad,Sally Green,2014,277,221,249.63
0140621733,Lady Windermere's Fan,Oscar Wilde,1893,497,33,363.78
0061662763,The Awakening,Kelley Armstrong,2009,124,4,369.2
006117758X,Ham on Rye,Charles Bukowski,1982,123,52,218.63
1423102266,The Van Alen Legacy ,Melissa de la Cruz,2009,389,303,238.68
067056172X,A Pocket for Corduroy,Don Freeman,1978,144,56,239.09
0385339097,The Street Lawyer,John Grisham,1998,390,67,195.14
0413757102,Revolutionary Road,Richard Yates,1961,143,3,318.83
0441569595,Neuromancer,William Gibson,1984,123,7,201.41
0684833395,Catch-22,Joseph Heller,1961,125,0,50.71
1416950737,sTORI Telling,Tori Spelling,2008,318,286,282.55
0140501827,The Snowy Day,Ezra Jack Keats,1962,284,48,388.83
0099285444,Invisible Monsters,Chuck Palahniuk,1999,486,85,102.05
0552555703,Noughts & Crosses,Malorie Blackman,2001,170,62,101.25
0671047345,Separation of Power,Vince Flynn,2001,431,191,236.01
0812995201,The Weight of Blood,Laura McHugh,2014,205,31,110.68
0812995341,Lincoln in the Bardo,George Saunders,2017,137,13,58.06
0553589377,Kiss of Midnight,Lara Adrian,2007,333,152,51.31
1476798176,Did You Ever Have a Family,Bill Clegg,2015,175,138,157.98
0006640613,The Tiger Who Came to Tea,Judith Kerr,1968,132,68,389.09
0395870828,Tuesday,David Wiesner,1991,488,44,170.19
1585678759,My Man Jeeves,P.G. Wodehouse,1919,133,57,138.86
0425241130,Hit List,Laurell K. Hamilton,2011,240,63,274.7
0743417321,Cabal,Clive Barker,1988,336,224,111.69
1598184318,The Sea Wolf,Jack London,1904,322,264,390.5
0312571259,One Good Dog,Susan  Wilson,2010,374,362,324.96
0345424646,A Knight of the Word ,Terry Brooks,1998,116,104,174.26
0393062627,The Lonely Polygamist,Brady Udall,2010,266,123,338.37
0312624670,Born at Midnight,C.C. Hunter,2011,370,361,143.48
0451235843,Lover Reborn,J.R. Ward,2012,366,101,389.42
1400079497,The Plot Against America,Philip Roth,2004,351,128,287.48
1857988094,I Am Legend ,Richard Matheson,1954,403,202,228.75
1423121309,Hex Hall,Rachel Hawkins,2010,370,68,324.72
0451169514,It,Stephen King,1986,330,227,228.41
0061053562,The Player of Games,Iain M. Banks,1988,366,52,370.32
0156949601,The Waves,Virginia Woolf,1931,288,231,283.38
0446617792,The Angel Experiment,James Patterson,2005,192,130,115.55
0060096187,Teen Idol,Meg Cabot,2004,345,233,274.34
0345484088,Armageddon's Children,Terry Brooks,2006,332,266,381.58
0345379063,Legend ,David Gemmell,1984,487,429,166.47
0060824972,The Thief,Megan Whalen Turner,1996,116,6,223.77
0312932804,Welcome to Temptation,Jennifer Crusie,1996,209,103,383.28
1857989341,The Gods Themselves,Isaac Asimov,1972,138,89,272.03
0425234339,Bullet,Laurell K. Hamilton,2010,270,93,397.12
0765326264,A Dog's Purpose ,W. Bruce Cameron,2010,327,216,327.66
0446580309,The Devil You Know,Mike Carey,2006,224,160,168.05
0812966929,number9dream,David Mitchell,2001,165,93,151.16
0062049879,A Week to Be Wicked,Tessa Dare,2012,461,18,128.33
0007198914,A Place Called Here,Cecelia Ahern,2006,161,135,206.53
0393307050,Master and Commander,Patrick O'Brian,1969,110,63,72.46
0802136834,The Six Wives of Henry VIII,Alison Weir,1980,320,108,325.62
0553590162,Industrial Magic,Kelley Armstrong,2004,307,141,246.03
0439441722,The Will of the Empress,Tamora Pierce,2005,368,179,355.51
0446611212,Violets Are Blue,James Patterson,2001,309,208,82.32
0061092193,Men at Arms,Terry Pratchett,1993,150,137,365.73
034541005X,The Power of One,Bryce Courtenay,1989,368,263,119.74
0670022411,A Discovery of Witches,Deborah Harkness,2011,414,191,84.53
1451683405,Free Will,Sam Harris,2012,267,0,247.92
0440242916,Faithless,Karin Slaughter,2005,248,82,352.52
0060586133,Three Wishes,Liane Moriarty,2003,119,8,273.27
0061006629,Fatherland,Robert   Harris,1992,331,87,257.48
0345519515,Never Love a Highlander,Maya Banks,2011,210,202,299.1
0316197084,Altered,Jennifer Rush,2013,285,249,156.36
0385341954,Fractured,Karin Slaughter,2008,174,115,272.62
0345485793,The Charlemagne Pursuit,Steve Berry,2008,213,77,221.48
0671888587,I'll Be Seeing You,Mary Higgins Clark,1993,300,220,233.64
006170654X,Wench,Dolen Perkins-Valdez,2009,457,123,153.11
0553560735,Red Mars,Kim Stanley Robinson,1993,455,208,362.88
0316234478,The 100,Kass Morgan,2013,331,82,66.09
1423140605,The Mark of Athena,Rick Riordan,2012,497,169,69.51
0224085611,Her Fearful Symmetry,Audrey Niffenegger,2009,445,69,220.77
0765335344,Vicious,"V.E. Schwab, Victoria Schwab",2013,252,31,221.24
1423108760,Bad Girls Don't Die,Katie Alender,2009,106,12,347.31
0553293427,Pebble in the Sky,Isaac Asimov,1950,149,141,174.54
0739437585,Safe Harbour,Danielle Steel,2003,351,64,232.08
068482535X,Lincoln,David Herbert Donald,1995,433,182,181.27
0141382899,The Titan's Curse,Rick Riordan,2007,325,301,160.41
0802151825,Tropic of Capricorn,Henry Miller,1938,189,153,279.82
0452287065,The Bluest Eye,Toni Morrison,1970,113,69,287.91
034552795X,Wife 22,Melanie Gideon,2008,319,241,132.54
069401298X,Frog and Toad Together,Arnold Lobel,1971,178,18,94.07
0060852577,The Lacuna,Barbara Kingsolver,2009,100,92,320.3
0385334230,Slapstick,Kurt Vonnegut Jr.,1976,262,59,264.89
0312349513,Fearless Fourteen,Janet Evanovich,2008,201,108,153.56
1561797464,A Christmas Carol,Charles Dickens,1843,141,82,183.34
0767915593,Straight Talking,Jane Green,1997,131,95,332.0
1400078776,Never Let Me Go,Kazuo Ishiguro,2005,320,243,91.37
0006161413,Ice Station Zebra,Alistair MacLean,1963,264,243,115.46
0385491069,The Edible Woman,Margaret Atwood,1969,495,104,152.69
0451208188,The English Assassin,Daniel Silva,2002,237,234,388.92
0312942303,Born of the Night,Sherrilyn Kenyon,1996,399,222,292.62
0385366434,Two Ravens and One Crow,Kevin Hearne,2012,480,381,169.95
0345438310,Nicholas and Alexandra,Robert K. Massie,1967,417,334,327.22
0060652381,A Grief Observed,C.S. Lewis,1961,495,292,338.89
140690483X,"Right Ho, Jeeves",P.G. Wodehouse,1934,405,334,307.03
0743482883,Mr. Perfect,Linda Howard,2000,344,84,159.14
0060744545,Moonrise,Erin Hunter,2005,165,12,310.34
0385907508,Moon Over Manifest,Clare Vanderpool,2010,153,24,328.49
0385528787,MaddAddam,Margaret Atwood,2013,337,279,257.69
0553804812,The Good Guy,Dean Koontz,1989,377,146,73.08
0312364687,Shoe Addicts Anonymous ,Beth Harbison,2007,185,12,103.28
0671702505,The Gift,Julie Garwood,1991,425,120,139.35
031605755X,Winter's Bone,Daniel Woodrell,2006,293,183,118.51
0375701230,A Death in the Family,James Agee,1957,491,346,309.45
0582418275,The Firm,John Grisham,1991,177,10,194.04
041330860X,Antigone,Jean Anouilh,1944,217,105,360.83
0399154302,Spook Country,William Gibson,2007,428,292,158.75
0224064924,Esio Trot,"Roald Dahl, Quentin Blake",1990,264,7,371.1
0345495357,The Lady Elizabeth,Alison Weir,2008,109,94,316.55
0060760885,One Crazy Summer,Rita Williams-Garcia,2010,377,178,317.86
0375990690,Teardrop,Lauren Kate,2013,490,344,253.62
0307347974,Fahrenheit 451,Ray Bradbury,1953,101,2,193.07
0547959206,Independent Study,Joelle Charbonneau,2014,311,51,232.59
0553535641,Tell Me Three Things,Julie Buxbaum,2016,263,111,345.11
0312377037,The Brutal Telling,Louise Penny,2009,340,37,322.23
0061020664,Wyrd Sisters,Terry Pratchett,1988,153,81,248.59
1416528636,Little Earthquakes,Jennifer Weiner,2004,274,41,278.98
0375822747,The City of Ember,Jeanne DuPrau,2003,217,61,306.32
0375409289,A Gate at the Stairs,Lorrie Moore,2009,499,76,185.45
0810984911,The Ugly Truth,Jeff Kinney,2010,474,19,210.48
148234873X,Beauty from Pain,Georgia Cates,2013,144,111,190.75
0451216725,Code to Zero,Ken Follett,2000,164,149,368.63
0743428188,The Twentieth Wife,Indu Sundaresan,2002,385,328,99.45
0099366614,The Big Nowhere,James Ellroy,1988,251,41,200.65
0385538030,Beautiful You,Chuck Palahniuk,2014,362,91,147.53
0316134074,Dreams of Gods & Monsters,Laini Taylor,2014,441,107,278.08
0385335970,Dragonfly in Amber,Diana Gabaldon,1992,124,37,284.46
0439286069,Freak the Mighty,Rodman Philbrick,1993,399,174,111.8
0553573357,Blue Mars ,Kim Stanley Robinson,1996,275,122,215.85
0747560595,The Virgin Suicides,Jeffrey Eugenides,1993,373,31,149.46
0345461622,Pandora's Star,Peter F. Hamilton,2004,255,224,385.5
0743234413,Cloudstreet,Tim Winton,1991,480,159,229.35
0425201376,The Lunatic Cafe,Laurell K. Hamilton,1996,415,98,395.4
0767900383,Under the Tuscan Sun,Frances Mayes,1996,327,281,222.12
0739326228,Memoirs of a Geisha,Arthur Golden,1997,411,11,205.32
1594481954,My Friend Leonard,James Frey,2005,159,120,61.83
0385536073,Calico Joe,John Grisham,2012,408,113,69.52
0765328666,Girl of Nightmares,Kendare Blake,2012,214,102,97.46
0307272591,Bad Monkey,Carl Hiaasen,2013,302,163,156.98
0871404028,High-Rise,J.G. Ballard,1975,179,147,337.74
0062306812,The Miniaturist,Jessie Burton,2014,481,346,307.85
0739380338,The Last Olympian,Rick Riordan,2009,237,35,61.82
0060827882,Trinity: A Novel of Ireland,Leon Uris,1976,276,204,293.42
0385532458,Ford County,John Grisham,2008,469,73,276.77
0156030306,Flowers for Algernon,Daniel Keyes,1966,472,292,242.31
0375703055,Ellen Foster,Kaye Gibbons,1987,226,43,73.9
0060548266,The Hollow Hills,Mary  Stewart,1973,261,58,125.91
0399156240,Fantasy In Death,J.D. Robb,2010,354,49,315.94
0312997124,First Among Equals,Jeffrey Archer,1983,378,239,343.44
0670447161,Madeline's Rescue,Ludwig Bemelmans,1953,446,168,198.41
0373250118,See Jane Date,Melissa Senate,2001,412,16,366.61
0316677469,The Almost Moon,Alice Sebold,2007,135,75,121.04
